"prev_30_40","prev_40_50","prev_50_60","prev_60_70","prev_70_80","prev_80_100","inc_cancer_30_40","inc_cancer_40_50","inc_cancer_50_60","inc_cancer_60_70","inc_cancer_70_80","inc_cancer_80_100","stage_1","stage_2"
0.000373946439975696,0.000612078294422479,0.000809735393408897,0.00121819083906346,0.00171100069156334,0.00230380473116673,12.763652096834,19.6712869515288,29.1360900726069,43.9085431522546,61.0733156571169,80.2195131993821,0.35406976744186,0.64593023255814
0.000504772967452369,0.000706463223250826,0.000943518963111647,0.00123683402809136,0.00162081797739775,0.0020876071482616,17.6105255345067,23.0593619483861,30.605712066476,43.6047877599301,56.7306931037999,71.4871875097434,0.347560975609756,0.652439024390244
0.000355555636824495,0.000596961905463749,0.000813983104503326,0.00124161148121171,0.00174893457998273,0.00245269004432302,13.1741485957378,19.0395372464824,28.2516898495747,45.6299652066035,62.9716878587096,82.4428616609907,0.34367816091954,0.65632183908046
0.00029402414667712,0.000515588153349791,0.000747025491907072,0.00114876046741393,0.00157070595429163,0.00219787696501007,10.7026391914272,18.2978866422468,26.0331513397434,41.174050729071,56.587494431059,80.6217262406872,0.354636591478697,0.645363408521303
0.000397907989913958,0.000620208059314842,0.000806625346806487,0.00121481067426319,0.00162785501646229,0.00208376734630539,12.660131752353,18.7246965222898,27.3683342517551,40.9488834826544,51.5551068473115,72.2811258500329,0.351010101010101,0.648989898989899
0.000558076662709711,0.000770227863152392,0.000969097368203342,0.00136563520901347,0.00179425537822979,0.00224407328711013,14.8272784075026,19.999473151899,28.0492720075386,40.2399899527997,50.804064706973,67.1796791902153,0.369981470043237,0.630018529956763
0.00064341730993751,0.000883316451867235,0.0011721891420193,0.0015091488600666,0.00202489706621004,0.00252552530904071,17.5074929420216,22.2177788763284,28.1744591947128,42.9808283874704,54.0171491212585,66.0294593249926,0.341251448435689,0.65874855156431
0.000553957064248083,0.000782943036613013,0.00101442260701496,0.00137379247141558,0.00186274307495884,0.0023414799948392,16.4744711157007,21.5771893209359,29.4868567050634,42.7151753234928,57.6282243287964,69.1774843786394,0.352128883774453,0.647871116225547
0.000338364336081684,0.000608549654101695,0.000901991500741512,0.00141234274112014,0.00200891970620109,0.00291346470586304,10.8046892833104,18.4015404988498,26.8045680245451,45.3644941752325,61.683651182611,88.8164828153244,0.349206349206349,0.650793650793651
0.000414828932767342,0.000693246482540496,0.000955060106113923,0.00148384230650816,0.00196609209967518,0.00270536125958845,11.0117794946995,18.2993639012695,25.2608606138393,39.819871288893,54.0459755174269,76.1688724344524,0.347714101738571,0.65228589826143
0.000338425831713316,0.000555570804299245,0.000743418630718982,0.00114892624974879,0.00157818344466442,0.00209457145170998,12.3507822800585,19.2491595149142,27.1444059788243,42.4216995689889,56.1473233117778,77.9638556162328,0.3341478313989,0.6658521686011
0.000437145469476702,0.000597073681545514,0.000735474443635855,0.00106245554599001,0.00142507467119064,0.0017589029296385,15.6498413673776,20.4201369813461,27.828650788613,40.6143511905425,53.4916356720886,67.9141376358858,0.346852300242131,0.653147699757869
0.000354082872434584,0.000498983466684827,0.000598392078297116,0.000936860619354867,0.00111742658782927,0.0015322639717573,12.5588415692675,18.2023017709122,25.4976444946867,37.6258204204955,45.5164515419096,63.6278262164182,0.349593495934959,0.650406504065041
0.00044444029732649,0.000688322979130823,0.000915839738580098,0.00140851048029851,0.00179067299917206,0.00242271280111963,12.7620332048526,17.5668906328862,24.8283011436615,37.4936133036176,51.5239383499394,65.8771682090782,0.339153794492948,0.660846205507052
