"method","outcome","mean","ci_lb","ci_ub"
"truth","dwell_time",32.1127604784095,32.0139086806623,32.2219891006099
"truth","sojourn_time",4.06320031484607,4.03289130068393,4.09397223753596
"imabc","dwell_time",33.4882755888101,32.3363382121779,34.4980575585251
"imabc","sojourn_time",4.04018242098647,3.49900309043634,4.61810561692216
"baycann","dwell_time",33.9273054130393,32.1971659615891,35.6621818794008
"baycann","sojourn_time",3.42640551380736,2.71408776115574,4.09910293545348
