"iter","draw","step","seed","d_time_H_P.cure_max","d_time_H_P.shape","d_time_H_P.scale","d_time_P1_P2.rate","hr_cancer.1","hr_cancer.2","diff_p_cancer.1","diff_p_cancer.2","sample_wt"
1,68,0,"10407_-1689223083_107620691_-321766870_1169396475_-943145011_-807389724",0.0241552543936514,13.7344209794969,111.921663939539,0.145309733364131,2.27375042344737,1.52344015491848,-0.0991987277018105,-0.0266230477165882,0
1,69,0,"10407_-1814771402_-1935857228_-340980916_-367514694_-1747736823_-1945641885",0.0839675511050156,4.94968270179777,99.2588683062924,0.1739602484733,1.04091768326171,1.92253021433455,0.0107603649318698,-0.0162339037238625,0
1,70,0,"10407_1754846293_1373806019_-723077316_-514844623_-1822378672_-1168060210",0.0423103132768406,9.55377347149681,90.0975593193555,0.43501677289148,1.12295167698151,1.15328475301986,0.0150217719489659,-0.00924018362524411,0
1,71,0,"10407_1856941639_-1052423147_-1253778429_153108246_-1856487430_-240162176",0.0639931784820699,12.2091244547385,74.7901367321194,0.668864876081386,2.51491055768685,2.27906530630323,0.00655731276519856,-0.00736876340413065,0
1,72,0,"10407_-243823603_1427741555_-1142237028_984778052_350372457_622097580",0.0292702025927608,13.8014837340332,94.2325074561342,1.94566284984155,0.966313243831835,1.81855632481333,-0.108673421049798,-0.00483747366581683,0
1,73,0,"10407_-777201063_-1988494899_932519720_1948365899_736592765_-412644363",0.0615003398722202,11.6823046139655,48.0950963463783,0.777438144001559,0.951180537766614,1.7064676788156,-0.0508597470103594,0.0278187281914976,0
1,74,0,"10407_-1959673688_-1384435728_1482755062_-696319086_-1080311235_-533163601",0.0521852687996663,12.511689339043,68.4404014016971,1.78001877059203,0.829478231772716,1.96228445327903,0.00391272334972082,-0.0137010766696357,0
1,75,0,"10407_-1801896217_924161288_-737385914_-1014699310_-1555829465_173905473",0.0544766940931213,13.2251420660641,70.4000271853943,0.169661503260628,1.97983392569625,2.48414284632057,-0.0818202161481848,-0.0377157239746583,0
1,76,0,"10407_1929587512_481487244_643588872_-622140472_525201992_1691416391",0.0439752966928905,7.85922310834115,65.575049241869,0.894142056987981,2.09058929984692,0.798292766732605,-0.114598519772173,0.0231532018895648,0
1,77,0,"10407_-1463428095_1317699277_-224838829_1609473445_-1221648821_-319327179",0.0700428481108771,8.22631701456539,75.360307364998,1.01971113580117,2.32469143699379,1.82873692347023,-0.0591469686684011,-0.0342784533952173,0
