"iter","draw","step","prev_30_40","prev_40_50","prev_50_60","prev_60_70","prev_70_80","prev_80_100","inc_cancer_30_40","inc_cancer_40_50","inc_cancer_50_60","inc_cancer_60_70","inc_cancer_70_80","inc_cancer_80_100","stage_1","stage_2"
1,1,0,0.036539130371674,0.0578292326047909,0.0830301749604792,0.110343989696367,0.140681244978852,0.174249156455878,244.919033278344,392.069221151534,578.037736777965,781.37857260714,961.071442774998,1207.71217069841,0.294543680576403,0.705456319423597
1,2,0,0.0543888454268498,0.0870737865713189,0.123669816156074,0.166836695687601,0.206724144807948,0.252689061648245,402.280955170746,664.814260697248,977.154176915749,1266.43974220053,1579.31687518833,1927.77177800082,0.351513053797468,0.648486946202532
1,3,0,0.049164562417244,0.0784979236511697,0.112150034388504,0.151036759067475,0.18961407132144,0.231823240395752,319.948273751177,536.990411652184,794.6310088097,1051.37286380381,1325.19600901032,1641.45878251839,0.324754653620126,0.675245346379874
1,4,0,0.083912814655998,0.149798883757861,0.231851508932702,0.322696271962164,0.417668635607401,0.521299201577803,548.422424754729,1027.10887019071,1568.46863853371,2165.97585920945,2713.19850414364,3006.42658584247,0.372236279556758,0.627763720443242
1,5,0,0.225065046333882,0.276351210812152,0.32084185670816,0.359451793134166,0.391739684449421,0.421244429946004,1040.71459258759,1262.14271042938,1436.82055414615,1617.29321079463,1711.72741600396,1736.29614634002,0.377812828601472,0.622187171398528
1,6,0,0.133810966654477,0.214323881749038,0.303792071013655,0.3957543781238,0.484865196906728,0.573553214413689,948.682464361569,1543.18359706371,2158.47571516224,2727.46874418179,3085.14856635336,3211.04146309534,0.29930472872661,0.70069527127339
1,7,0,0.0568071513948825,0.0933110274382885,0.13538741364278,0.185027617427917,0.233381847662258,0.289692003292077,353.933649453681,608.239667332786,911.43654889421,1206.59572053016,1534.95903893128,1869.34055452631,0.256339869281046,0.743660130718954
1,8,0,0.111561470278976,0.172740389810901,0.241228856246195,0.310507498709277,0.379945559770765,0.452657608876354,656.009973097164,1049.78793706952,1442.13377149637,1827.79082406779,2163.29353035037,2409.08912429432,0.420543817815486,0.579456182184514
1,9,0,0.124375184937303,0.174097653476725,0.223235261512071,0.270055382715814,0.314047309002291,0.362562667464379,952.400526100614,1331.10827200986,1699.62553400918,2038.78872977276,2292.61124756079,2380.05731587439,0.323217471750479,0.676782528249521
1,10,0,0.0552126221190929,0.0751743595714283,0.0939878811856401,0.114088245738595,0.13300014984545,0.150863589939757,392.20337498075,556.296407243091,709.735013656005,845.572223355971,994.375709739189,1106.34353695456,0.29515740035542,0.70484259964458
