"iter","draw","step","Prevalence.of.precancerous.lesion","Cancer.incidence","Stage.at.diagnosis","tot_dist","n_good"
1,1,0,-2.3755326927897,-1.40112381673053,-0.0280714522799347,2.75809563480952,0
1,2,0,-1.23665598018445,0.192883055665884,0.000353979463766679,1.25160777074546,2
1,3,0,-1.51431318191164,-0.575780889800895,-0.00472222430056668,1.62008961029123,0
1,4,0,-0.40844234314313,-1.202679328926,-0.00750037483687122,1.27016493870711,0
1,5,0,-1.08811590477814,-0.85806093833995,-0.0109928637881323,1.38577979462476,0
1,6,0,-0.827269976398499,-3.84700881601738,-0.0230951567425698,3.93502043585936,0
1,7,0,-0.979252866897924,-0.320453995130027,-0.0855671831833115,1.03389974521736,0
1,8,0,0.113154995369684,-0.375596590305697,-0.0598436398881033,0.396809920316309,1
1,9,0,0.0159233011816011,-1.29308655680162,-0.00543860704102833,1.29319603051825,1
1,10,0,-2.0926356119982,-0.885998531205425,-0.0274027491487651,2.27263461923869,0
1,11,0,-0.450880302156092,-0.257843633938475,-0.0292972658181688,0.520225639717409,0
1,12,0,-0.184173381735116,-0.762527512097368,-0.12554641379176,0.794436871791033,0
1,13,0,-0.704544028494746,0.10889827829602,-0.0143411363154178,0.713054550013013,1
1,14,0,-0.919682043222041,-0.935131102722582,-0.102464508712296,1.31559272400309,0
1,15,0,-0.269526961771727,0.0861825874338626,-0.0120419998359712,0.283226466381132,1
1,16,0,-0.408392360567379,0.0143729488041895,-0.0454678021056669,0.411166903891162,1
1,17,0,-0.598271980202601,-0.3860893198529,-0.0556831034059592,0.714209306299585,0
1,18,0,-0.677895302916427,0.102555500749052,-0.0192278825754892,0.685878548956286,1
1,19,0,-3.08512015597392,-1.80034975968453,-0.0852897238804788,3.57302392533164,0
1,20,0,-1.47099190966572,-0.668051608005702,-0.0251821793266344,1.61577977813087,0
1,21,0,-0.300445782639744,-0.960739737816449,-0.0167787529851529,1.00676215596205,0
1,22,0,-1.95857790666437,-1.43780403021997,-0.00361475060887985,2.4296750630923,0
1,23,0,0.0814063103396708,-0.231650426649689,-0.0131271042373232,0.245888650400459,1
1,24,0,-0.72793324587786,-2.03534067445011,-0.0462772147218081,2.16209159198396,0
1,25,0,-1.92641123395943,-1.44199913859454,-0.0346724677183547,2.40657930225666,0
1,26,0,-0.879899796027195,-3.55026748928736,0.0000893194986226795,3.65767998935356,1
1,27,0,-2.14637587161666,-1.26462314124367,-0.0175926492918972,2.49128693107323,0
1,28,0,0.00869974714327832,0.0751778281635176,0.00309235960154461,0.0757426837103468,3
1,29,0,0.0867498284917227,0.0398973691274435,-0.0596303764968528,0.11257492885981,2
1,30,0,-1.87805882119819,-0.961632536345972,0.000175016547441937,2.10993888571928,1
1,31,0,0.123803492773918,0.0972161220735768,-0.147718915592835,0.215868379430544,2
1,32,0,-0.837520562524725,-1.44263215834136,-0.00747707759803157,1.66813792703775,0
1,33,0,-1.71729958043034,-1.41476693729597,-0.0854142562929711,2.22665195551306,0
1,34,0,-0.39551261579411,-0.282237003238773,-0.0838386197502405,0.493068828269571,0
1,35,0,-0.475462154952506,-0.746705166166309,-0.0605955151453589,0.887301911655366,0
1,36,0,-0.861817952301916,-0.271701196817345,-0.143411670766933,0.914941872784281,0
1,37,0,-1.69122391073888,-1.5311535425919,-0.00738919570147463,2.28138643974662,0
1,38,0,-3.3670037808296,-2.09247023139826,-0.0440316941572365,3.96447788737673,0
